ano,id_municipio,bioma,area_total,desmatado,vegetacao_natural,nao_vegetacao_natural,hidrografia,pib,impostos_liquidos,va,va_agropecuaria,va_industria,va_servicos,va_adespss,nota,ranking,valor_extracao_vegetal_total
2008,1502855,Amazônia,1447.48244,316.4,380.1,275.5,475.5,56820.0,757.0,56063.0,28157.0,2059.0,6723.0,19124.0,,,2542.0
2015,1502855,Amazônia,1447.48244,344.6,351.9,275.5,475.5,97742.0,2472.0,95270.0,30226.0,3142.0,14039.0,47864.0,,,8727.0
2009,1502855,Amazônia,1447.48244,320.7,375.8,275.5,475.5,66154.0,839.0,65314.0,30053.0,2291.0,8500.0,24470.0,,,2513.0
2019,1502855,Amazônia,1447.48244,372.3,324.2,275.5,475.5,129485.0,3047.0,126439.0,33841.0,4935.0,20088.0,67574.0,,,6648.0
2014,1502855,Amazônia,1447.48244,340.8,355.7,275.5,475.5,87319.0,1981.0,85338.0,26419.0,2424.0,13250.0,43246.0,,,6846.0
2016,1502855,Amazônia,1447.48244,350.2,346.3,275.5,475.5,108894.0,2812.0,106082.0,30490.0,3657.0,17176.0,54759.0,,,8133.0
2006,1502855,Amazônia,1447.48244,307.4,389.1,275.5,475.5,40126.0,651.0,39475.0,20268.0,3086.0,4644.0,11477.0,,,2288.0
2011,1502855,Amazônia,1447.48244,331.4,365.1,275.5,475.5,62791.0,1228.0,61563.0,20512.0,1744.0,8142.0,31165.0,,,1991.0
2020,1502855,Amazônia,1447.48244,381.9,314.6,275.5,475.5,140328.0,3504.0,136824.0,41054.0,3700.0,20720.0,71349.0,,,2435.0
2007,1502855,Amazônia,1447.48244,312.4,384.1,275.5,475.5,42441.0,623.0,41818.0,19444.0,1161.0,5276.0,15938.0,,,2824.0
2013,1502855,Amazônia,1447.48244,334.9,361.6,275.5,475.5,79091.0,1557.0,77534.0,26248.0,1608.0,11045.0,38633.0,,,2480.0
2003,1502855,Amazônia,1447.48244,296.6,399.9,275.5,475.5,25590.0,459.0,25131.0,11872.0,860.0,2830.0,9569.0,,,1139.0
2018,1502855,Amazônia,1447.48244,361.1,335.4,275.5,475.5,124467.0,2977.0,121490.0,32222.0,4515.0,20262.0,64491.0,,,6600.0
2004,1502855,Amazônia,1447.48244,300.8,395.7,275.5,475.5,29082.0,454.0,28628.0,13491.0,1386.0,3449.0,10302.0,,,1595.0
2010,1502855,Amazônia,1447.48244,328.1,368.4,275.5,475.5,93835.0,1281.0,92553.0,52103.0,4236.0,10252.0,25962.0,,,2562.0
2021,1502855,Amazônia,1447.48244,388.8,307.7,275.5,475.5,149717.0,3695.0,146022.0,45805.0,3550.0,20929.0,75738.0,,,2245.0
2002,1502855,Amazônia,1447.48244,295.4,401.1,275.5,475.5,21454.0,399.0,21055.0,9476.0,913.0,2458.0,8208.0,,,809.0
2007,1501758,Amazônia,1254.44285,1039.3,156.1,30.0,29.0,26414.0,729.0,25685.0,9495.0,687.0,4927.0,10576.0,,,654.0
2008,1501758,Amazônia,1254.44285,1048.0,147.4,30.0,29.0,26272.0,716.0,25557.0,9544.0,644.0,4876.0,10492.0,,,489.0
2012,1501758,Amazônia,1254.44285,1056.8,138.6,30.0,29.0,41223.0,1680.0,39543.0,14292.0,-1252.0,9116.0,17386.0,,,451.0
2003,1501758,Amazônia,1254.44285,1000.3,195.1,30.0,29.0,21057.0,807.0,20249.0,7204.0,735.0,3690.0,8621.0,,,235.0
2011,1501758,Amazônia,1254.44285,1055.7,139.7,30.0,29.0,39925.0,1455.0,38470.0,13481.0,1031.0,7651.0,16307.0,,,367.0
2002,1501758,Amazônia,1254.44285,976.3,219.1,30.0,29.0,17019.0,463.0,16556.0,5911.0,635.0,3337.0,6673.0,,,217.0
2019,1501758,Amazônia,1254.44285,1069.7,125.7,30.0,29.0,81565.0,3986.0,77579.0,23925.0,3077.0,18113.0,32464.0,,,274.0
2018,1501758,Amazônia,1254.44285,1068.5,126.9,30.0,29.0,78157.0,3455.0,74702.0,23316.0,3197.0,17709.0,30479.0,,,248.0
2015,1501758,Amazônia,1254.44285,1063.4,132.0,30.0,29.0,64269.0,2848.0,61421.0,20510.0,2566.0,14095.0,24249.0,,,164.0
2009,1501758,Amazônia,1254.44285,1051.2,144.2,30.0,29.0,30930.0,1117.0,29814.0,9250.0,1608.0,6015.0,12941.0,,,437.0
2020,1501758,Amazônia,1254.44285,1071.1,124.3,30.0,29.0,88712.0,3222.0,85490.0,31819.0,3118.0,15545.0,35008.0,,,283.0
2010,1501758,Amazônia,1254.44285,1053.5,141.9,30.0,29.0,35204.0,1410.0,33794.0,12540.0,1120.0,6161.0,13971.0,,,512.0
2021,1501758,Amazônia,1254.44285,1073.1,122.3,30.0,29.0,115088.0,5600.0,109489.0,44232.0,3061.0,22082.0,40113.0,,,294.0
2005,1501758,Amazônia,1254.44285,1029.0,166.4,30.0,29.0,28964.0,819.0,28145.0,11750.0,1051.0,4792.0,10552.0,,,690.0
2004,1501758,Amazônia,1254.44285,1014.2,181.2,30.0,29.0,27284.0,808.0,26476.0,11673.0,1214.0,4514.0,9076.0,,,335.0
2014,1501758,Amazônia,1254.44285,1062.2,133.2,30.0,29.0,56859.0,2716.0,54143.0,16781.0,1974.0,13842.0,21545.0,,,418.0
2006,1501758,Amazônia,1254.44285,1031.8,163.6,30.0,29.0,27214.0,710.0,26504.0,10975.0,1320.0,4383.0,9827.0,,,831.0
2013,1501758,Amazônia,1254.44285,1059.4,136.0,30.0,29.0,49628.0,1927.0,47701.0,16146.0,1304.0,10256.0,19996.0,,,417.0
2016,1501758,Amazônia,1254.44285,1065.7,129.7,30.0,29.0,76450.0,3302.0,73148.0,25888.0,2823.0,16656.0,27781.0,,,185.0
2017,1501758,Amazônia,1254.44285,1067.6,127.8,30.0,29.0,80573.0,3256.0,77317.0,27152.0,3652.0,16834.0,29681.0,,,235.0
2020,1505650,Amazônia,7171.60827,2461.8,4709.6,0.1,0.1,309328.0,11382.0,297946.0,118346.0,9151.0,46516.0,123933.0,,,8196.0
2005,1505650,Amazônia,7171.60827,1427.8,5743.6,0.1,0.1,52584.0,1169.0,51415.0,22480.0,6431.0,7258.0,15246.0,,,1480.0
2021,1505650,Amazônia,7171.60827,2603.1,4568.3,0.1,0.1,323263.0,13978.0,309285.0,111623.0,9844.0,50909.0,136909.0,,,7976.0
2012,1505650,Amazônia,7171.60827,1858.1,5313.3,0.1,0.1,130997.0,2423.0,128574.0,55541.0,1690.0,17799.0,53544.0,,,4781.0
2006,1505650,Amazônia,7171.60827,1493.4,5678.0,0.1,0.1,59404.0,959.0,58446.0,28624.0,5120.0,7651.0,17050.0,,,1690.0
2003,1505650,Amazônia,7171.60827,1322.6,5848.8,0.1,0.1,41383.0,984.0,40398.0,18105.0,5187.0,4931.0,12175.0,,,993.0
2019,1505650,Amazônia,7171.60827,2375.9,4795.5,0.1,0.1,258528.0,9331.0,249197.0,84233.0,8286.0,43791.0,112887.0,,,10013.0
2002,1505650,Amazônia,7171.60827,1286.5,5884.9,0.1,0.1,51657.0,880.0,50777.0,30061.0,3982.0,6165.0,10569.0,,,934.0
2014,1505650,Amazônia,7171.60827,1936.3,5235.1,0.1,0.1,221670.0,6628.0,215041.0,84633.0,24812.0,33037.0,72560.0,,,8295.0
2004,1505650,Amazônia,7171.60827,1395.2,5776.2,0.1,0.1,47555.0,1020.0,46535.0,19689.0,7542.0,6017.0,13287.0,,,1575.0
2010,1505650,Amazônia,7171.60827,1738.5,5432.9,0.1,0.1,111570.0,1605.0,109965.0,50345.0,6853.0,13159.0,39609.0,,,1701.0
2007,1505650,Amazônia,7171.60827,1557.0,5614.4,0.1,0.1,72671.0,1365.0,71306.0,32756.0,5979.0,9678.0,22893.0,,,2519.0
2008,1505650,Amazônia,7171.60827,1642.7,5528.7,0.1,0.1,75707.0,1300.0,74406.0,33029.0,4738.0,10218.0,26421.0,,,1694.0
2015,1505650,Amazônia,7171.60827,2025.2,5146.2,0.1,0.1,235473.0,8265.0,227208.0,91466.0,16128.0,35543.0,84070.0,,,9772.0
2011,1505650,Amazônia,7171.60827,1778.5,5392.9,0.1,0.1,123708.0,2316.0,121391.0,51682.0,7729.0,15176.0,46805.0,,,1907.0
2016,1505650,Amazônia,7171.60827,2092.9,5078.5,0.1,0.1,260906.0,9087.0,251819.0,107812.0,10970.0,41064.0,91973.0,,,8099.0
2018,1505650,Amazônia,7171.60827,2271.1,4900.3,0.1,0.1,245415.0,7723.0,237693.0,87876.0,8616.0,41382.0,99818.0,,,9273.0
2009,1505650,Amazônia,7171.60827,1682.2,5489.2,0.1,0.1,82925.0,1348.0,81577.0,35636.0,3417.0,11934.0,30590.0,,,1681.0
2013,1505650,Amazônia,7171.60827,1882.9,5288.5,0.1,0.1,160850.0,3614.0,157235.0,61701.0,8139.0,21047.0,66348.0,,,5390.0
2017,1505650,Amazônia,7171.60827,2180.8,4990.6,0.1,0.1,255862.0,8784.0,247078.0,96105.0,9741.0,43675.0,97558.0,,,8668.0
2005,1504802,Amazônia,18202.36159,3032.5,12330.2,1678.1,1161.6,195316.0,7190.0,188126.0,67659.0,9812.0,41554.0,69101.0,,,469.0
2010,1504802,Amazônia,18202.36159,3115.9,12246.8,1678.1,1161.6,394236.0,11491.0,382745.0,154540.0,42081.0,77206.0,108918.0,,,1028.0
2008,1504802,Amazônia,18202.36159,3088.6,12274.1,1678.1,1161.6,317743.0,11225.0,306518.0,97277.0,45843.0,65696.0,97701.0,,,728.0
2014,1504802,Amazônia,18202.36159,3166.6,12196.1,1678.1,1161.6,563756.0,20543.0,543213.0,217485.0,30643.0,120308.0,174777.0,,,6544.0
2017,1504802,Amazônia,18202.36159,3232.1,12130.6,1678.1,1161.6,690213.0,25801.0,664412.0,256315.0,28993.0,151825.0,227279.0,,,13355.0
2016,1504802,Amazônia,18202.36159,3201.1,12161.6,1678.1,1161.6,682044.0,25015.0,657029.0,262714.0,31337.0,148969.0,214009.0,,,14918.0
2003,1504802,Amazônia,18202.36159,2980.8,12381.9,1678.1,1161.6,169261.0,5858.0,163403.0,70316.0,7124.0,32104.0,53858.0,,,694.0
2015,1504802,Amazônia,18202.36159,3177.6,12185.1,1678.1,1161.6,612761.0,23446.0,589314.0,232684.0,30959.0,129474.0,196198.0,,,14005.0
2012,1504802,Amazônia,18202.36159,3141.8,12220.9,1678.1,1161.6,414857.0,11187.0,403669.0,168404.0,22411.0,82782.0,130073.0,,,1620.0
2006,1504802,Amazônia,18202.36159,3044.8,12317.9,1678.1,1161.6,224892.0,8975.0,215917.0,80230.0,13196.0,47477.0,75014.0,,,496.0
2002,1504802,Amazônia,18202.36159,2958.6,12404.1,1678.1,1161.6,140115.0,4478.0,135636.0,49445.0,6643.0,28562.0,50986.0,,,468.0
2021,1504802,Amazônia,18202.36159,3339.9,12022.8,1678.1,1161.6,807340.0,37772.0,769568.0,295334.0,33816.0,167588.0,272831.0,5.95,415.0,15476.0
2013,1504802,Amazônia,18202.36159,3151.5,12211.2,1678.1,1161.6,555744.0,16213.0,539531.0,265577.0,26293.0,103335.0,144326.0,,,1601.0
2007,1504802,Amazônia,18202.36159,3058.4,12304.3,1678.1,1161.6,258629.0,9453.0,249176.0,89520.0,20767.0,57655.0,81234.0,,,681.0
2020,1504802,Amazônia,18202.36159,3302.3,12060.4,1678.1,1161.6,711142.0,31765.0,679377.0,236035.0,29133.0,161423.0,252786.0,6.4,341.0,15173.0
2018,1504802,Amazônia,18202.36159,3243.7,12119.0,1678.1,1161.6,720963.0,26755.0,694208.0,262934.0,30548.0,163924.0,236802.0,,,12655.0
2019,1504802,Amazônia,18202.36159,3269.5,12093.2,1678.1,1161.6,621428.0,27939.0,593489.0,164461.0,23740.0,157715.0,247573.0,,,12834.0
2004,1504802,Amazônia,18202.36159,2991.7,12371.0,1678.1,1161.6,192189.0,6539.0,185650.0,73885.0,10827.0,38985.0,61953.0,,,660.0
2011,1504802,Amazônia,18202.36159,3126.8,12235.9,1678.1,1161.6,371138.0,12384.0,358754.0,131943.0,20699.0,79363.0,126748.0,,,1083.0
2009,1504802,Amazônia,18202.36159,3095.9,12266.8,1678.1,1161.6,300268.0,11097.0,289171.0,92561.0,16742.0,68723.0,111144.0,,,1063.0
2021,1502806,Amazônia,3697.05652,209.6,2861.4,244.1,382.0,282512.0,6357.0,276156.0,56014.0,6530.0,34818.0,178793.0,,,8598.0
2011,1502806,Amazônia,3697.05652,200.3,2870.7,244.1,382.0,109503.0,2020.0,107484.0,24585.0,3018.0,14072.0,65808.0,,,4329.0
2007,1502806,Amazônia,3697.05652,185.8,2885.2,244.1,382.0,57704.0,1028.0,56676.0,13954.0,1399.0,8073.0,33250.0,,,4189.0
2009,1502806,Amazônia,3697.05652,189.8,2881.2,244.1,382.0,74846.0,1251.0,73595.0,16491.0,1992.0,10123.0,44989.0,,,3707.0
2019,1502806,Amazônia,3697.05652,205.7,2865.3,244.1,382.0,253303.0,7323.0,245981.0,42714.0,7006.0,42297.0,153963.0,,,7668.0
2004,1502806,Amazônia,3697.05652,182.5,2888.5,244.1,382.0,38205.0,694.0,37511.0,10307.0,1285.0,4901.0,21018.0,,,3718.0
2017,1502806,Amazônia,3697.05652,204.0,2867.0,244.1,382.0,630978.0,8351.0,622627.0,418604.0,24762.0,61080.0,118181.0,,,4497.0
2014,1502806,Amazônia,3697.05652,202.7,2868.3,244.1,382.0,166068.0,3706.0,162362.0,38214.0,4670.0,25322.0,94156.0,,,5899.0
2003,1502806,Amazônia,3697.05652,182.1,2888.9,244.1,382.0,34115.0,725.0,33390.0,9225.0,944.0,4219.0,19003.0,,,3301.0
2013,1502806,Amazônia,3697.05652,202.5,2868.5,244.1,382.0,156926.0,3036.0,153890.0,41224.0,4150.0,21585.0,86930.0,,,5273.0
2008,1502806,Amazônia,3697.05652,186.5,2884.5,244.1,382.0,65135.0,1205.0,63930.0,14276.0,2265.0,8825.0,38564.0,,,3340.0
2015,1502806,Amazônia,3697.05652,202.8,2868.2,244.1,382.0,477864.0,7365.0,470499.0,298479.0,24834.0,47644.0,99542.0,,,5271.0
2010,1502806,Amazônia,3697.05652,198.9,2872.1,244.1,382.0,92822.0,1679.0,91144.0,21242.0,2737.0,11707.0,55457.0,,,3821.0
2020,1502806,Amazônia,3697.05652,206.8,2864.2,244.1,382.0,267226.0,7652.0,259574.0,47933.0,6273.0,40074.0,165293.0,,,7814.0
2002,1502806,Amazônia,3697.05652,181.7,2889.3,244.1,382.0,29771.0,562.0,29210.0,9303.0,804.0,3737.0,15366.0,,,3653.0
2012,1502806,Amazônia,3697.05652,200.8,2870.2,244.1,382.0,121206.0,1904.0,119302.0,31528.0,-993.0,16325.0,72442.0,,,4801.0
2016,1502806,Amazônia,3697.05652,203.8,2867.2,244.1,382.0,651488.0,8924.0,642563.0,446339.0,30318.0,62258.0,103647.0,,,4235.0
2005,1502806,Amazônia,3697.05652,183.9,2887.1,244.1,382.0,41294.0,718.0,40577.0,11653.0,1058.0,5351.0,22515.0,,,3439.0
2006,1502806,Amazônia,3697.05652,184.2,2886.8,244.1,382.0,49678.0,942.0,48736.0,13816.0,1397.0,6683.0,26840.0,,,4027.0
2018,1502806,Amazônia,3697.05652,204.0,2867.0,244.1,382.0,522027.0,7568.0,514459.0,289740.0,19688.0,62747.0,142284.0,,,4529.0
2020,1502939,Amazônia,5253.4282,3511.3,1742.1,0.0,0.0,783667.0,89207.0,694459.0,122204.0,45568.0,277831.0,248856.0,6.48,333.0,7163.0
2016,1502939,Amazônia,5253.4282,3455.2,1798.2,0.0,0.0,656864.0,47237.0,609627.0,182911.0,38488.0,209336.0,178892.0,,,4601.0
2003,1502939,Amazônia,5253.4282,2839.8,2413.6,0.0,0.0,200806.0,11059.0,189747.0,60005.0,50659.0,40150.0,38933.0,,,71553.0
2018,1502939,Amazônia,5253.4282,3471.5,1781.9,0.0,0.0,685324.0,58100.0,627224.0,114465.0,44930.0,251199.0,216631.0,,,5966.0
2015,1502939,Amazônia,5253.4282,3447.9,1805.5,0.0,0.0,567684.0,41505.0,526178.0,132832.0,39266.0,185161.0,168920.0,,,9996.0
2009,1502939,Amazônia,5253.4282,3333.7,1919.7,0.0,0.0,286165.0,18080.0,268085.0,77631.0,28831.0,90000.0,71622.0,,,55972.0
2007,1502939,Amazônia,5253.4282,3239.8,2013.6,0.0,0.0,244532.0,15129.0,229402.0,52357.0,46606.0,72643.0,57796.0,,,40986.0
2013,1502939,Amazônia,5253.4282,3435.2,1818.2,0.0,0.0,421272.0,30921.0,390351.0,81623.0,26870.0,144524.0,137334.0,,,24429.0
2011,1502939,Amazônia,5253.4282,3395.5,1857.9,0.0,0.0,402445.0,25823.0,376622.0,116382.0,35389.0,113818.0,111033.0,,,61987.0
2006,1502939,Amazônia,5253.4282,3173.9,2079.5,0.0,0.0,270881.0,15767.0,255114.0,70284.0,63607.0,65944.0,55279.0,,,46881.0
2017,1502939,Amazônia,5253.4282,3460.8,1792.6,0.0,0.0,679845.0,53452.0,626393.0,151792.0,45877.0,223333.0,205391.0,,,5842.0
2004,1502939,Amazônia,5253.4282,2929.6,2323.8,0.0,0.0,227335.0,13134.0,214201.0,45149.0,67880.0,56621.0,44551.0,,,46437.0
2002,1502939,Amazônia,5253.4282,2780.0,2473.4,0.0,0.0,145140.0,7104.0,138036.0,43277.0,31566.0,31113.0,32080.0,,,61934.0
2021,1502939,Amazônia,5253.4282,3554.4,1699.0,0.0,0.0,940611.0,96526.0,844085.0,233612.0,49662.0,303092.0,257719.0,9.56,47.0,17778.0
2010,1502939,Amazônia,5253.4282,3370.9,1882.5,0.0,0.0,311832.0,20562.0,291270.0,78212.0,29142.0,90268.0,93649.0,,,66019.0
2019,1502939,Amazônia,5253.4282,3484.6,1768.8,0.0,0.0,660970.0,60298.0,600672.0,84584.0,40964.0,246900.0,228224.0,,,5146.0
2005,1502939,Amazônia,5253.4282,3078.6,2174.8,0.0,0.0,217886.0,14644.0,203242.0,40214.0,58812.0,58565.0,45650.0,,,50072.0
2012,1502939,Amazônia,5253.4282,3424.9,1828.5,0.0,0.0,372226.0,25268.0,346958.0,77258.0,23885.0,118618.0,127197.0,,,25870.0
2014,1502939,Amazônia,5253.4282,3441.0,1812.4,0.0,0.0,476009.0,30805.0,445203.0,98345.0,32631.0,155974.0,158253.0,,,10215.0
2008,1502939,Amazônia,5253.4282,3293.1,1960.3,0.0,0.0,268019.0,17028.0,250991.0,54037.0,52033.0,78173.0,66748.0,,,46309.0
2015,1505031,Amazônia,38178.22287,5905.6,28670.2,3529.8,72.6,467114.0,42871.0,424242.0,134285.0,32685.0,167230.0,90042.0,,,14122.0
2013,1505031,Amazônia,38178.22287,5620.6,28955.2,3529.8,72.6,355426.0,24744.0,330682.0,134943.0,28787.0,93735.0,73217.0,,,11427.0
2006,1505031,Amazônia,38178.22287,4377.2,30198.6,3529.8,72.6,173060.0,8681.0,164378.0,53688.0,30535.0,39995.0,40161.0,,,9578.0
2016,1505031,Amazônia,38178.22287,6046.2,28529.6,3529.8,72.6,561084.0,49095.0,511989.0,170530.0,48698.0,194939.0,97822.0,,,16560.0
2009,1505031,Amazônia,38178.22287,5278.5,29297.3,3529.8,72.6,172774.0,9722.0,163052.0,59712.0,12127.0,52708.0,38505.0,,,13160.0
2005,1505031,Amazônia,38178.22287,4123.5,30452.3,3529.8,72.6,151238.0,7144.0,144094.0,46217.0,27222.0,35610.0,35044.0,,,10195.0
2019,1505031,Amazônia,38178.22287,6500.1,28075.7,3529.8,72.6,698729.0,83559.0,615170.0,142466.0,68907.0,279743.0,124054.0,,,19951.0
2008,1505031,Amazônia,38178.22287,4961.7,29614.1,3529.8,72.6,165952.0,9271.0,156681.0,50988.0,24606.0,47202.0,33885.0,,,12143.0
2003,1505031,Amazônia,38178.22287,3155.0,31420.8,3529.8,72.6,100211.0,4627.0,95583.0,26623.0,20833.0,20800.0,27328.0,,,11329.0
2020,1505031,Amazônia,38178.22287,6864.2,27711.6,3529.8,72.6,828234.0,100069.0,728166.0,176827.0,118837.0,290235.0,142266.0,,,14515.0
2004,1505031,Amazônia,38178.22287,3895.1,30680.7,3529.8,72.6,146353.0,6780.0,139573.0,37015.0,36567.0,33045.0,32945.0,,,11994.0
2012,1505031,Amazônia,38178.22287,5456.4,29119.4,3529.8,72.6,331148.0,22113.0,309035.0,111808.0,47784.0,85394.0,64049.0,,,14373.0
2017,1505031,Amazônia,38178.22287,6106.8,28469.0,3529.8,72.6,608458.0,47462.0,560996.0,189927.0,49391.0,212924.0,108754.0,,,17148.0
2011,1505031,Amazônia,38178.22287,5382.4,29193.4,3529.8,72.6,296808.0,18314.0,278495.0,121624.0,30771.0,67873.0,58227.0,,,13705.0
2014,1505031,Amazônia,38178.22287,5736.0,28839.8,3529.8,72.6,424552.0,34482.0,390070.0,134664.0,35659.0,138207.0,81539.0,,,8862.0
2021,1505031,Amazônia,38178.22287,7278.4,27297.4,3529.8,72.6,971539.0,133054.0,838485.0,232428.0,92457.0,367125.0,146476.0,,,19931.0
2018,1505031,Amazônia,38178.22287,6299.0,28276.8,3529.8,72.6,584389.0,54774.0,529615.0,134186.0,56536.0,223197.0,115695.0,,,18168.0
2007,1505031,Amazônia,38178.22287,4725.8,29850.0,3529.8,72.6,195168.0,11680.0,183488.0,49254.0,56905.0,48300.0,29030.0,,,10191.0
2002,1505031,Amazônia,38178.22287,2774.1,31801.7,3529.8,72.6,82490.0,4027.0,78463.0,18800.0,20024.0,17163.0,22478.0,,,10324.0
2010,1505031,Amazônia,38178.22287,5329.3,29246.5,3529.8,72.6,293613.0,13303.0,280310.0,149542.0,22018.0,60331.0,48418.0,,,13294.0
2020,1506351,Amazônia,279.02011,162.1,99.7,0.0,17.2,218844.0,19594.0,199250.0,8342.0,67462.0,36921.0,86525.0,,,1824.0
2016,1506351,Amazônia,279.02011,161.0,100.8,0.0,17.2,146746.0,11678.0,135068.0,6651.0,30455.0,33648.0,64313.0,,,900.0
2012,1506351,Amazônia,279.02011,160.6,101.2,0.0,17.2,114531.0,11015.0,103516.0,6758.0,26099.0,29001.0,41659.0,,,310.0
2008,1506351,Amazônia,279.02011,160.2,101.6,0.0,17.2,67906.0,3573.0,64334.0,5690.0,28058.0,11194.0,19393.0,,,355.0
2009,1506351,Amazônia,279.02011,160.2,101.6,0.0,17.2,64097.0,3675.0,60422.0,6960.0,16752.0,12734.0,23976.0,,,417.0
2018,1506351,Amazônia,279.02011,161.4,100.4,0.0,17.2,172320.0,15551.0,156769.0,7827.0,38131.0,37007.0,73804.0,,,924.0
2005,1506351,Amazônia,279.02011,156.7,105.1,0.0,17.2,43867.0,2292.0,41575.0,3352.0,16241.0,8874.0,13108.0,,,165.0
2006,1506351,Amazônia,279.02011,158.2,103.6,0.0,17.2,55558.0,2815.0,52743.0,3316.0,26092.0,9234.0,14101.0,,,243.0
2003,1506351,Amazônia,279.02011,155.3,106.5,0.0,17.2,31338.0,2010.0,29329.0,5494.0,6741.0,6547.0,10547.0,,,175.0
2013,1506351,Amazônia,279.02011,160.8,101.0,0.0,17.2,102605.0,6668.0,95937.0,7430.0,23633.0,18745.0,46129.0,,,122.0
2021,1506351,Amazônia,279.02011,162.2,99.6,0.0,17.2,240524.0,27002.0,213522.0,12848.0,55647.0,44691.0,100335.0,,,1811.0
2010,1506351,Amazônia,279.02011,160.5,101.3,0.0,17.2,71545.0,4655.0,66890.0,4754.0,16022.0,16278.0,29836.0,,,356.0
2011,1506351,Amazônia,279.02011,160.6,101.2,0.0,17.2,86139.0,5491.0,80649.0,5287.0,21227.0,18056.0,36078.0,,,320.0
2015,1506351,Amazônia,279.02011,160.9,100.9,0.0,17.2,132624.0,9883.0,122741.0,6041.0,30190.0,29747.0,56763.0,,,246.0
2014,1506351,Amazônia,279.02011,160.8,101.0,0.0,17.2,122116.0,7395.0,114721.0,6585.0,31938.0,25543.0,50656.0,,,401.0
2007,1506351,Amazônia,279.02011,158.9,102.9,0.0,17.2,67350.0,3755.0,63595.0,5378.0,30776.0,10823.0,16619.0,,,276.0
2004,1506351,Amazônia,279.02011,156.5,105.3,0.0,17.2,38012.0,2087.0,35925.0,3122.0,12891.0,8060.0,11852.0,,,122.0
2017,1506351,Amazônia,279.02011,161.2,100.6,0.0,17.2,165777.0,12537.0,153240.0,9694.0,34429.0,37888.0,71228.0,,,882.0
2002,1506351,Amazônia,279.02011,153.3,108.5,0.0,17.2,32703.0,1480.0,31223.0,7816.0,8520.0,5763.0,9125.0,,,175.0
2019,1506351,Amazônia,279.02011,161.8,100.0,0.0,17.2,180878.0,16584.0,164294.0,7509.0,41586.0,35751.0,79448.0,,,1630.0
2005,1501907,Amazônia,999.66178,610.8,319.5,11.9,57.5,137792.0,1969.0,135823.0,83166.0,8612.0,17542.0,26504.0,,,677.0
2006,1501907,Amazônia,999.66178,624.5,305.8,11.9,57.5,178527.0,2022.0,176505.0,114414.0,11018.0,21518.0,29556.0,,,742.0
2013,1501907,Amazônia,999.66178,649.1,281.2,11.9,57.5,446363.0,5593.0,440769.0,300985.0,27153.0,43485.0,69146.0,,,793.0
2003,1501907,Amazônia,999.66178,565.3,365.0,11.9,57.5,105245.0,1747.0,103497.0,65141.0,5290.0,12468.0,20598.0,,,687.0
2008,1501907,Amazônia,999.66178,642.2,288.1,11.9,57.5,162683.0,2377.0,160306.0,91828.0,10836.0,21072.0,36570.0,,,1753.0
2011,1501907,Amazônia,999.66178,645.6,284.7,11.9,57.5,238240.0,3879.0,234362.0,136930.0,16553.0,27785.0,53094.0,,,897.0
2012,1501907,Amazônia,999.66178,646.5,283.8,11.9,57.5,287636.0,5492.0,282144.0,172260.0,16965.0,34562.0,58357.0,,,827.0
2004,1501907,Amazônia,999.66178,601.0,329.3,11.9,57.5,121914.0,1501.0,120413.0,75642.0,8000.0,14469.0,22303.0,,,677.0
2018,1501907,Amazônia,999.66178,658.1,272.2,11.9,57.5,453202.0,7326.0,445876.0,252350.0,20510.0,58617.0,114398.0,,,1000.0
2010,1501907,Amazônia,999.66178,643.9,286.4,11.9,57.5,228097.0,3684.0,224413.0,137623.0,15414.0,25882.0,45494.0,,,881.0
2014,1501907,Amazônia,999.66178,649.2,281.1,11.9,57.5,380781.0,6043.0,374737.0,231732.0,24594.0,42896.0,75515.0,,,960.0
2009,1501907,Amazônia,999.66178,642.7,287.6,11.9,57.5,189747.0,2489.0,187258.0,113159.0,10962.0,24620.0,38517.0,,,2279.0
2017,1501907,Amazônia,999.66178,657.2,273.1,11.9,57.5,498799.0,8616.0,490182.0,307718.0,24182.0,58047.0,100235.0,,,875.0
2007,1501907,Amazônia,999.66178,636.6,293.7,11.9,57.5,157022.0,2296.0,154726.0,93683.0,9373.0,19905.0,31764.0,,,1145.0
2020,1501907,Amazônia,999.66178,659.6,270.7,11.9,57.5,488650.0,7816.0,480834.0,276737.0,17973.0,54523.0,131601.0,,,1041.0
2015,1501907,Amazônia,999.66178,650.3,280.0,11.9,57.5,394742.0,8096.0,386646.0,228258.0,26820.0,45745.0,85823.0,,,1017.0
2019,1501907,Amazônia,999.66178,658.3,272.0,11.9,57.5,413630.0,7238.0,406392.0,215707.0,18065.0,53419.0,119201.0,,,987.0
2021,1501907,Amazônia,999.66178,660.2,270.1,11.9,57.5,536730.0,9729.0,527001.0,325587.0,21023.0,52274.0,128116.0,,,1263.0
2002,1501907,Amazônia,999.66178,555.9,374.4,11.9,57.5,84746.0,1552.0,83194.0,49243.0,5514.0,10872.0,17565.0,,,688.0
2016,1501907,Amazônia,999.66178,651.0,279.3,11.9,57.5,481727.0,8873.0,472854.0,300722.0,26878.0,56661.0,88594.0,,,764.0
2007,1504109,Amazônia,325.88015,160.9,136.2,2.4,26.4,17730.0,383.0,17348.0,4751.0,616.0,3241.0,8740.0,,,1311.0
