ano,id_municipio,bioma,area_total,desmatado,vegetacao_natural,nao_vegetacao_natural,hidrografia,pib,impostos_liquidos,va,va_agropecuaria,va_industria,va_servicos,va_adespss,nota,ranking,valor_extracao_vegetal_total
2018,1504109,Amazônia,325.88015,163.6,133.5,2.4,26.4,81723.0,1701.0,80022.0,26589.0,4214.0,13444.0,35775.0,,,9217.0
2016,1504109,Amazônia,325.88015,162.8,134.3,2.4,26.4,64732.0,1684.0,63047.0,19761.0,2725.0,13419.0,27142.0,,,5566.0
2004,1504109,Amazônia,325.88015,154.1,143.0,2.4,26.4,15008.0,342.0,14666.0,4198.0,1048.0,2565.0,6854.0,,,1437.0
2017,1504109,Amazônia,325.88015,163.1,134.0,2.4,26.4,75316.0,2028.0,73288.0,24009.0,2819.0,14240.0,32220.0,,,7903.0
2012,1504109,Amazônia,325.88015,161.9,135.2,2.4,26.4,48371.0,856.0,47514.0,14007.0,5950.0,9565.0,17993.0,,,2867.0
2009,1504109,Amazônia,325.88015,161.3,135.8,2.4,26.4,26128.0,625.0,25504.0,7724.0,869.0,4589.0,12321.0,,,3037.0
2014,1504109,Amazônia,325.88015,162.5,134.6,2.4,26.4,55540.0,979.0,54561.0,19189.0,2095.0,10514.0,22763.0,,,4395.0
2006,1504109,Amazônia,325.88015,160.2,136.9,2.4,26.4,16426.0,405.0,16022.0,3963.0,1266.0,2920.0,7872.0,,,1141.0
2008,1504109,Amazônia,325.88015,161.3,135.8,2.4,26.4,22090.0,525.0,21564.0,6230.0,878.0,3826.0,10631.0,,,2030.0
2011,1504109,Amazônia,325.88015,161.9,135.2,2.4,26.4,33799.0,808.0,32991.0,9560.0,1187.0,5731.0,16513.0,,,2866.0
2015,1504109,Amazônia,325.88015,162.8,134.3,2.4,26.4,59783.0,1365.0,58417.0,19256.0,2290.0,11500.0,25372.0,,,5056.0
2005,1504109,Amazônia,325.88015,158.1,139.0,2.4,26.4,17828.0,436.0,17392.0,5496.0,1721.0,3008.0,7167.0,,,1148.0
2020,1504109,Amazônia,325.88015,165.5,131.6,2.4,26.4,93255.0,2124.0,91130.0,35288.0,2790.0,12870.0,40183.0,,,18026.0
2021,1504109,Amazônia,325.88015,166.7,130.4,2.4,26.4,98432.0,2250.0,96182.0,36893.0,2916.0,13292.0,43081.0,,,19284.0
2019,1504109,Amazônia,325.88015,163.8,133.3,2.4,26.4,74014.0,1675.0,72339.0,21485.0,2759.0,12021.0,36075.0,,,6767.0
2002,1504109,Amazônia,325.88015,142.7,154.4,2.4,26.4,11322.0,244.0,11078.0,2867.0,791.0,2015.0,5405.0,,,829.0
2013,1504109,Amazônia,325.88015,162.5,134.6,2.4,26.4,59449.0,942.0,58507.0,24217.0,2185.0,11058.0,21047.0,,,3723.0
2003,1504109,Amazônia,325.88015,150.8,146.3,2.4,26.4,13503.0,375.0,13128.0,3798.0,742.0,2320.0,6269.0,,,1343.0
2010,1504109,Amazônia,325.88015,161.8,135.3,2.4,26.4,34471.0,760.0,33711.0,12745.0,1498.0,5265.0,14203.0,,,2415.0
2006,1507755,Amazônia,1293.18996,1143.7,149.5,0.0,0.0,37148.0,1351.0,35797.0,20861.0,4195.0,6366.0,4375.0,,,12.0
2009,1507755,Amazônia,1293.18996,1148.1,145.1,0.0,0.0,53166.0,2874.0,50292.0,21546.0,2092.0,14380.0,12274.0,,,9.0
2004,1507755,Amazônia,1293.18996,1135.2,158.0,0.0,0.0,34437.0,978.0,33459.0,21664.0,2084.0,5159.0,4551.0,,,14.0
2019,1507755,Amazônia,1293.18996,1160.5,132.7,0.0,0.0,105981.0,7764.0,98217.0,33573.0,6861.0,25648.0,32135.0,,,6.0
2003,1507755,Amazônia,1293.18996,1132.8,160.4,0.0,0.0,30475.0,952.0,29522.0,19461.0,1579.0,4254.0,4229.0,,,28.0
2012,1507755,Amazônia,1293.18996,1148.2,145.0,0.0,0.0,52925.0,2001.0,50924.0,26154.0,99.0,10254.0,14418.0,,,5.0
2008,1507755,Amazônia,1293.18996,1148.1,145.1,0.0,0.0,44114.0,2423.0,41691.0,18692.0,3049.0,10712.0,9239.0,,,9.0
2014,1507755,Amazônia,1293.18996,1148.2,145.0,0.0,0.0,80247.0,6481.0,73766.0,26164.0,4306.0,24590.0,18707.0,,,4.0
2015,1507755,Amazônia,1293.18996,1149.1,144.1,0.0,0.0,89659.0,7260.0,82399.0,29947.0,4820.0,25512.0,22121.0,,,4.0
2017,1507755,Amazônia,1293.18996,1153.9,139.3,0.0,0.0,108012.0,9735.0,98277.0,34451.0,6228.0,29869.0,27730.0,,,6.0
2018,1507755,Amazônia,1293.18996,1156.1,137.1,0.0,0.0,99547.0,6988.0,92559.0,32706.0,6004.0,23980.0,29868.0,,,6.0
2021,1507755,Amazônia,1293.18996,1165.8,127.4,0.0,0.0,141176.0,10226.0,130951.0,56541.0,6983.0,27635.0,39792.0,,,
2002,1507755,Amazônia,1293.18996,1132.3,160.9,0.0,0.0,28454.0,683.0,27770.0,18192.0,1917.0,3939.0,3722.0,,,61.0
2016,1507755,Amazônia,1293.18996,1150.1,143.1,0.0,0.0,96808.0,6839.0,89969.0,35700.0,4941.0,24144.0,25185.0,,,6.0
2020,1507755,Amazônia,1293.18996,1164.3,128.9,0.0,0.0,114448.0,7528.0,106920.0,43727.0,6552.0,22154.0,34487.0,,,
2007,1507755,Amazônia,1293.18996,1147.7,145.5,0.0,0.0,45340.0,2448.0,42892.0,20902.0,4354.0,10249.0,7387.0,,,9.0
2010,1507755,Amazônia,1293.18996,1148.2,145.0,0.0,0.0,54126.0,2958.0,51169.0,23892.0,1942.0,13564.0,11770.0,,,5.0
2005,1507755,Amazônia,1293.18996,1141.4,151.8,0.0,0.0,35459.0,940.0,34519.0,21833.0,2356.0,5265.0,5065.0,,,12.0
2011,1507755,Amazônia,1293.18996,1148.2,145.0,0.0,0.0,62948.0,3756.0,59191.0,25294.0,2256.0,17382.0,14259.0,,,4.0
2013,1507755,Amazônia,1293.18996,1148.2,145.0,0.0,0.0,74711.0,4728.0,69982.0,29279.0,4047.0,18851.0,17805.0,,,5.0
2012,1501451,Amazônia,4409.30222,823.3,2994.4,0.0,591.6,150486.0,2279.0,148207.0,84955.0,-213.0,21784.0,41681.0,,,3507.0
2015,1501451,Amazônia,4409.30222,836.2,2981.5,0.0,591.6,140052.0,4400.0,135651.0,40163.0,7505.0,27022.0,60961.0,,,677.0
2009,1501451,Amazônia,4409.30222,815.1,3002.6,0.0,591.6,97784.0,1681.0,96103.0,49298.0,4670.0,15808.0,26328.0,,,291.0
2013,1501451,Amazônia,4409.30222,824.0,2993.7,0.0,591.6,268532.0,3456.0,265075.0,171776.0,14128.0,29681.0,49491.0,,,1637.0
2017,1501451,Amazônia,4409.30222,842.7,2975.0,0.0,591.6,158065.0,5014.0,153051.0,44274.0,8592.0,30511.0,69674.0,,,11304.0
2020,1501451,Amazônia,4409.30222,854.9,2962.8,0.0,591.6,186769.0,6984.0,179785.0,47518.0,9246.0,36037.0,86983.0,,,9790.0
2011,1501451,Amazônia,4409.30222,821.0,2996.7,0.0,591.6,161153.0,2243.0,158910.0,91833.0,9048.0,19822.0,38207.0,,,405.0
2008,1501451,Amazônia,4409.30222,808.5,3009.2,0.0,591.6,80642.0,1663.0,78979.0,38989.0,5569.0,13035.0,21386.0,,,285.0
2005,1501451,Amazônia,4409.30222,786.1,3031.6,0.0,591.6,65432.0,1141.0,64290.0,32298.0,3491.0,10156.0,18345.0,,,246.0
2002,1501451,Amazônia,4409.30222,732.5,3085.2,0.0,591.6,27740.0,590.0,27151.0,9281.0,1824.0,4487.0,11559.0,,,124.0
2010,1501451,Amazônia,4409.30222,819.4,2998.3,0.0,591.6,109871.0,1088.0,108784.0,56938.0,6080.0,15068.0,30697.0,,,316.0
2021,1501451,Amazônia,4409.30222,871.3,2946.4,0.0,591.6,237196.0,9458.0,227738.0,86223.0,10165.0,40851.0,90499.0,,,16296.0
2018,1501451,Amazônia,4409.30222,845.3,2972.4,0.0,591.6,159132.0,5636.0,153496.0,36314.0,8701.0,33381.0,75100.0,,,10803.0
2004,1501451,Amazônia,4409.30222,782.7,3035.0,0.0,591.6,54220.0,872.0,53348.0,27012.0,3163.0,7973.0,15201.0,,,208.0
2007,1501451,Amazônia,4409.30222,803.6,3014.1,0.0,591.6,71532.0,1397.0,70135.0,35137.0,4319.0,11612.0,19067.0,,,279.0
2006,1501451,Amazônia,4409.30222,791.8,3025.9,0.0,591.6,66569.0,1260.0,65309.0,29066.0,6089.0,10008.0,20146.0,,,285.0
2016,1501451,Amazônia,4409.30222,840.7,2977.0,0.0,591.6,151832.0,4934.0,146898.0,36563.0,8276.0,30946.0,71113.0,,,7366.0
2019,1501451,Amazônia,4409.30222,850.4,2967.3,0.0,591.6,163218.0,6672.0,156546.0,33405.0,8187.0,34019.0,80934.0,,,10676.0
2003,1501451,Amazônia,4409.30222,754.4,3063.3,0.0,591.6,42468.0,840.0,41628.0,19705.0,2336.0,6196.0,13390.0,,,138.0
2014,1501451,Amazônia,4409.30222,825.2,2992.5,0.0,591.6,251577.0,3526.0,248051.0,148453.0,13986.0,31490.0,54121.0,,,346.0
2010,1504422,Amazônia,113.62618,70.5,35.7,0.0,7.4,732171.0,87253.0,644918.0,4606.0,144135.0,302734.0,193443.0,,,203.0
2014,1504422,Amazônia,113.62618,70.6,35.6,0.0,7.4,1418283.0,181733.0,1236551.0,3420.0,185750.0,704827.0,342554.0,,,115.0
2015,1504422,Amazônia,113.62618,70.6,35.6,0.0,7.4,1592877.0,219910.0,1372967.0,4076.0,167190.0,807105.0,394597.0,,,42.0
2011,1504422,Amazônia,113.62618,70.6,35.6,0.0,7.4,829289.0,101273.0,728016.0,4448.0,130383.0,350621.0,242564.0,,,218.0
2016,1504422,Amazônia,113.62618,70.6,35.6,0.0,7.4,1732438.0,235116.0,1497322.0,2065.0,146841.0,911309.0,437107.0,,,46.0
2007,1504422,Amazônia,113.62618,70.4,35.8,0.0,7.4,549592.0,54661.0,494931.0,3773.0,140232.0,223849.0,127077.0,,,25.0
2021,1504422,Amazônia,113.62618,70.8,35.4,0.0,7.4,2578541.0,456080.0,2122461.0,2145.0,218180.0,1286912.0,615224.0,5.6,491.0,624.0
2018,1504422,Amazônia,113.62618,70.7,35.5,0.0,7.4,1901593.0,250285.0,1651307.0,1792.0,196601.0,939993.0,512921.0,,,35.0
2006,1504422,Amazônia,113.62618,70.3,35.9,0.0,7.4,426290.0,36505.0,389785.0,1221.0,133998.0,144329.0,110236.0,,,17.0
2017,1504422,Amazônia,113.62618,70.7,35.5,0.0,7.4,1788121.0,255532.0,1532588.0,1990.0,148118.0,908166.0,474314.0,,,38.0
2012,1504422,Amazônia,113.62618,70.6,35.6,0.0,7.4,923339.0,112700.0,810639.0,4117.0,118029.0,431278.0,257216.0,,,135.0
2009,1504422,Amazônia,113.62618,70.5,35.7,0.0,7.4,627214.0,68008.0,559206.0,4586.0,115915.0,272053.0,166651.0,,,151.0
2002,1504422,Amazônia,113.62618,66.7,39.5,0.0,7.4,254349.0,21919.0,232429.0,1413.0,98912.0,73529.0,58576.0,,,26.0
2003,1504422,Amazônia,113.62618,69.0,37.2,0.0,7.4,271259.0,25104.0,246154.0,1484.0,87119.0,88249.0,69302.0,,,26.0
2008,1504422,Amazônia,113.62618,70.5,35.7,0.0,7.4,596465.0,64344.0,532122.0,4023.0,137634.0,246100.0,144364.0,,,53.0
2004,1504422,Amazônia,113.62618,69.8,36.4,0.0,7.4,381682.0,31162.0,350520.0,1264.0,137923.0,127591.0,83743.0,,,11.0
2013,1504422,Amazônia,113.62618,70.6,35.6,0.0,7.4,1112651.0,151340.0,961310.0,4334.0,143032.0,517864.0,296080.0,,,86.0
2020,1504422,Amazônia,113.62618,70.8,35.4,0.0,7.4,2088809.0,328785.0,1760024.0,2027.0,221620.0,959996.0,576381.0,4.67,555.0,347.0
2005,1504422,Amazônia,113.62618,70.1,36.1,0.0,7.4,398743.0,35093.0,363650.0,1248.0,128736.0,130408.0,103258.0,,,14.0
2019,1504422,Amazônia,113.62618,70.8,35.4,0.0,7.4,1941535.0,267003.0,1674531.0,1833.0,219870.0,923954.0,528874.0,,,239.0
2006,1502301,Amazônia,2902.65429,2516.2,383.1,2.0,1.4,151525.0,5203.0,146322.0,49627.0,6742.0,38189.0,51764.0,,,171.0
2007,1502301,Amazônia,2902.65429,2520.6,378.7,2.0,1.4,161910.0,6821.0,155089.0,42502.0,5944.0,46871.0,59771.0,,,176.0
2011,1502301,Amazônia,2902.65429,2550.1,349.2,2.0,1.4,255156.0,10397.0,244759.0,63081.0,12271.0,67904.0,101503.0,,,135.0
2018,1502301,Amazônia,2902.65429,2558.6,340.7,2.0,1.4,499285.0,22687.0,476598.0,111162.0,28622.0,143956.0,192858.0,,,124.0
2021,1502301,Amazônia,2902.65429,2563.7,335.6,2.0,1.4,615773.0,41935.0,573838.0,131840.0,35357.0,169241.0,237401.0,6.45,348.0,2533.0
2012,1502301,Amazônia,2902.65429,2550.7,348.6,2.0,1.4,300830.0,10493.0,290337.0,74848.0,29642.0,74777.0,111069.0,,,147.0
2013,1502301,Amazônia,2902.65429,2551.8,347.5,2.0,1.4,369838.0,13518.0,356320.0,117357.0,26171.0,90607.0,122185.0,,,157.0
2017,1502301,Amazônia,2902.65429,2557.1,342.2,2.0,1.4,454009.0,20641.0,433368.0,100979.0,23280.0,130471.0,178638.0,,,107.0
2005,1502301,Amazônia,2902.65429,2473.1,426.2,2.0,1.4,115496.0,4077.0,111419.0,37571.0,4762.0,29277.0,39809.0,,,165.0
2009,1502301,Amazônia,2902.65429,2539.4,359.9,2.0,1.4,189364.0,8431.0,180932.0,36173.0,7824.0,57824.0,79112.0,,,123.0
2002,1502301,Amazônia,2902.65429,2374.2,525.1,2.0,1.4,83007.0,2824.0,80183.0,24306.0,3769.0,18424.0,33684.0,,,118.0
2010,1502301,Amazônia,2902.65429,2540.9,358.4,2.0,1.4,232622.0,9477.0,223144.0,65245.0,10784.0,61559.0,85558.0,,,108.0
2008,1502301,Amazônia,2902.65429,2527.7,371.6,2.0,1.4,167764.0,7431.0,160333.0,38174.0,6920.0,49047.0,66192.0,,,166.0
2020,1502301,Amazônia,2902.65429,2561.4,337.9,2.0,1.4,705900.0,34199.0,671701.0,248626.0,35502.0,167816.0,219757.0,6.42,339.0,1335.0
2014,1502301,Amazônia,2902.65429,2553.0,346.3,2.0,1.4,381023.0,16295.0,364728.0,108491.0,21242.0,102291.0,132704.0,,,171.0
2016,1502301,Amazônia,2902.65429,2555.3,344.0,2.0,1.4,480143.0,19895.0,460247.0,146668.0,24206.0,128234.0,161140.0,,,97.0
2015,1502301,Amazônia,2902.65429,2554.2,345.1,2.0,1.4,438832.0,19343.0,419489.0,133102.0,26076.0,114443.0,145868.0,,,1845.0
2004,1502301,Amazônia,2902.65429,2452.3,447.0,2.0,1.4,104149.0,3475.0,100674.0,29099.0,5434.0,25229.0,40912.0,,,97.0
2019,1502301,Amazônia,2902.65429,2560.2,339.1,2.0,1.4,704295.0,27367.0,676928.0,271744.0,41827.0,159958.0,203398.0,,,108.0
2003,1502301,Amazônia,2902.65429,2415.5,483.8,2.0,1.4,94150.0,3903.0,90247.0,27127.0,3810.0,21692.0,37618.0,,,130.0
2015,1501253,Amazônia,2961.12119,2177.6,720.9,62.6,0.0,68221.0,1811.0,66410.0,41899.0,1308.0,7783.0,15420.0,,,872.0
2010,1501253,Amazônia,2961.12119,2135.2,763.3,62.6,0.0,34215.0,751.0,33464.0,20682.0,607.0,3702.0,8473.0,,,130.0
2014,1501253,Amazônia,2961.12119,2155.0,743.5,62.6,0.0,58625.0,1316.0,57308.0,35534.0,1100.0,6884.0,13789.0,,,126.0
2012,1501253,Amazônia,2961.12119,2147.7,750.8,62.6,0.0,46793.0,1109.0,45684.0,28071.0,-428.0,5937.0,12104.0,,,122.0
2005,1501253,Amazônia,2961.12119,1980.2,918.3,62.6,0.0,30472.0,451.0,30021.0,21195.0,620.0,2978.0,5228.0,,,593.0
2018,1501253,Amazônia,2961.12119,2195.6,702.9,62.6,0.0,78125.0,1857.0,76267.0,46453.0,1682.0,9451.0,18682.0,,,807.0
2020,1501253,Amazônia,2961.12119,2200.1,698.4,62.6,0.0,100723.0,2525.0,98198.0,64279.0,1646.0,10088.0,22185.0,,,
2008,1501253,Amazônia,2961.12119,2113.8,784.7,62.6,0.0,27256.0,658.0,26598.0,15113.0,631.0,3443.0,7413.0,,,237.0
2002,1501253,Amazônia,2961.12119,1766.5,1132.0,62.6,0.0,26641.0,419.0,26221.0,18486.0,753.0,2702.0,4279.0,,,1040.0
2011,1501253,Amazônia,2961.12119,2140.8,757.7,62.6,0.0,42043.0,1076.0,40967.0,25390.0,738.0,4664.0,10175.0,,,123.0
2006,1501253,Amazônia,2961.12119,2013.8,884.7,62.6,0.0,28920.0,449.0,28471.0,19508.0,644.0,2906.0,5412.0,,,509.0
2004,1501253,Amazônia,2961.12119,1870.4,1028.1,62.6,0.0,36015.0,413.0,35602.0,25616.0,1215.0,3427.0,5343.0,,,583.0
2017,1501253,Amazônia,2961.12119,2194.0,704.5,62.6,0.0,76465.0,2003.0,74462.0,47504.0,1400.0,8218.0,17339.0,,,830.0
2013,1501253,Amazônia,2961.12119,2152.3,746.2,62.6,0.0,51382.0,1085.0,50296.0,31360.0,771.0,5588.0,12577.0,,,122.0
2007,1501253,Amazônia,2961.12119,2065.6,832.9,62.6,0.0,25361.0,522.0,24839.0,14562.0,684.0,3162.0,6431.0,,,248.0
2003,1501253,Amazônia,2961.12119,1816.1,1082.4,62.6,0.0,32772.0,481.0,32292.0,23491.0,886.0,3248.0,4667.0,,,537.0
2021,1501253,Amazônia,2961.12119,2205.1,693.4,62.6,0.0,129007.0,2971.0,126037.0,90753.0,1601.0,10298.0,23385.0,,,
2019,1501253,Amazônia,2961.12119,2197.9,700.6,62.6,0.0,80972.0,2293.0,78679.0,47113.0,1567.0,10212.0,19787.0,,,439.0
2009,1501253,Amazônia,2961.12119,2129.6,768.9,62.6,0.0,27694.0,567.0,27127.0,14321.0,602.0,3596.0,8608.0,,,123.0
2016,1501253,Amazônia,2961.12119,2188.5,710.0,62.6,0.0,79721.0,1995.0,77726.0,48813.0,1476.0,9504.0,17932.0,,,844.0
2013,1505700,Amazônia,3338.95991,52.4,557.2,2261.3,468.1,152436.0,3166.0,149270.0,52232.0,3228.0,22897.0,70912.0,,,10782.0
2009,1505700,Amazônia,3338.95991,52.1,557.5,2261.3,468.1,86614.0,1415.0,85199.0,28702.0,1892.0,12667.0,41938.0,,,10711.0
2016,1505700,Amazônia,3338.95991,52.4,557.2,2261.3,468.1,208199.0,6461.0,201738.0,56461.0,5897.0,36492.0,102887.0,,,15542.0
2018,1505700,Amazônia,3338.95991,52.4,557.2,2261.3,468.1,212006.0,5995.0,206011.0,54728.0,5623.0,38877.0,106782.0,,,20033.0
2015,1505700,Amazônia,3338.95991,52.4,557.2,2261.3,468.1,187380.0,5353.0,182026.0,59812.0,4959.0,29468.0,87787.0,,,12959.0
2003,1505700,Amazônia,3338.95991,50.4,559.2,2261.3,468.1,38173.0,866.0,37308.0,18025.0,943.0,4295.0,14044.0,,,5355.0
2017,1505700,Amazônia,3338.95991,52.4,557.2,2261.3,468.1,212571.0,5645.0,206926.0,61334.0,5171.0,34220.0,106201.0,,,18416.0
2012,1505700,Amazônia,3338.95991,52.4,557.2,2261.3,468.1,141116.0,2019.0,139097.0,53407.0,8853.0,18186.0,58651.0,,,16165.0
2007,1505700,Amazônia,3338.95991,51.7,557.9,2261.3,468.1,72155.0,1222.0,70933.0,29510.0,1445.0,9442.0,30536.0,,,12713.0
2002,1505700,Amazônia,3338.95991,50.4,559.2,2261.3,468.1,36763.0,740.0,36023.0,16843.0,954.0,4540.0,13687.0,,,5381.0
2006,1505700,Amazônia,3338.95991,51.7,557.9,2261.3,468.1,56738.0,1033.0,55705.0,24474.0,1332.0,7656.0,22244.0,,,8626.0
2004,1505700,Amazônia,3338.95991,51.5,558.1,2261.3,468.1,47683.0,893.0,46791.0,22383.0,1323.0,5830.0,17255.0,,,7653.0
2021,1505700,Amazônia,3338.95991,52.4,557.2,2261.3,468.1,275230.0,9956.0,265274.0,69027.0,6216.0,46424.0,143607.0,,,18936.0
2005,1505700,Amazônia,3338.95991,51.7,557.9,2261.3,468.1,53127.0,1034.0,52093.0,22918.0,1231.0,7191.0,20753.0,,,7525.0
2010,1505700,Amazônia,3338.95991,52.2,557.4,2261.3,468.1,111426.0,1965.0,109461.0,49281.0,2558.0,13095.0,44527.0,,,16293.0
2020,1505700,Amazônia,3338.95991,52.4,557.2,2261.3,468.1,247224.0,9472.0,237751.0,61992.0,5584.0,44567.0,125609.0,,,20938.0
2014,1505700,Amazônia,3338.95991,52.4,557.2,2261.3,468.1,164939.0,4612.0,160326.0,53423.0,4157.0,27412.0,75334.0,,,11098.0
2008,1505700,Amazônia,3338.95991,51.7,557.9,2261.3,468.1,74305.0,1274.0,73032.0,26200.0,1500.0,10308.0,35023.0,,,10026.0
2011,1505700,Amazônia,3338.95991,52.4,557.2,2261.3,468.1,131980.0,2214.0,129765.0,58228.0,2551.0,15791.0,53195.0,,,19559.0
2019,1505700,Amazônia,3338.95991,52.4,557.2,2261.3,468.1,221526.0,7680.0,213845.0,53065.0,5388.0,41345.0,114047.0,,,19837.0
2007,1501725,Amazônia,6375.69367,2402.0,3966.1,0.2,7.4,80990.0,2913.0,78077.0,35677.0,2606.0,15550.0,24243.0,,,2209.0
2004,1501725,Amazônia,6375.69367,2131.6,4236.5,0.2,7.4,66701.0,2260.0,64441.0,32158.0,3108.0,11347.0,17828.0,,,1602.0
2018,1501725,Amazônia,6375.69367,2676.8,3691.3,0.2,7.4,251821.0,13734.0,238087.0,92080.0,11307.0,69220.0,65480.0,,,12.0
2006,1501725,Amazônia,6375.69367,2292.2,4075.9,0.2,7.4,72270.0,2298.0,69972.0,36492.0,2683.0,11634.0,19163.0,,,1046.0
2008,1501725,Amazônia,6375.69367,2418.8,3949.3,0.2,7.4,85319.0,3306.0,82013.0,37873.0,3377.0,16116.0,24647.0,,,1823.0
2012,1501725,Amazônia,6375.69367,2572.5,3795.6,0.2,7.4,129297.0,8967.0,120330.0,48565.0,-1427.0,31251.0,41941.0,,,1470.0
2002,1501725,Amazônia,6375.69367,1007.8,5360.3,0.2,7.4,52745.0,1129.0,51615.0,27692.0,2240.0,7250.0,14433.0,,,1191.0
2005,1501725,Amazônia,6375.69367,2276.2,4091.9,0.2,7.4,68173.0,1860.0,66312.0,33376.0,2660.0,10446.0,19830.0,,,1361.0
2017,1501725,Amazônia,6375.69367,2658.0,3710.1,0.2,7.4,240063.0,14445.0,225618.0,86126.0,10213.0,65909.0,63370.0,,,9.0
2019,1501725,Amazônia,6375.69367,2702.8,3665.3,0.2,7.4,276410.0,16663.0,259747.0,105931.0,13099.0,71337.0,69380.0,,,2368.0
2010,1501725,Amazônia,6375.69367,2525.3,3842.8,0.2,7.4,104504.0,4567.0,99937.0,43259.0,4054.0,19785.0,32839.0,,,1884.0
2021,1501725,Amazônia,6375.69367,2749.6,3618.5,0.2,7.4,379813.0,29155.0,350658.0,161865.0,16473.0,90065.0,82254.0,,,3431.0
2013,1501725,Amazônia,6375.69367,2604.3,3763.8,0.2,7.4,158513.0,8414.0,150099.0,62924.0,5677.0,37100.0,44398.0,,,1385.0
2015,1501725,Amazônia,6375.69367,2623.7,3744.4,0.2,7.4,208756.0,13193.0,195563.0,77006.0,8840.0,57024.0,52693.0,,,2076.0
2009,1501725,Amazônia,6375.69367,2475.6,3892.5,0.2,7.4,97197.0,3693.0,93505.0,38796.0,3531.0,19214.0,31964.0,,,1741.0
2011,1501725,Amazônia,6375.69367,2563.7,3804.4,0.2,7.4,129814.0,7018.0,122796.0,46390.0,15170.0,25616.0,35621.0,,,1636.0
2003,1501725,Amazônia,6375.69367,2072.5,4295.6,0.2,7.4,61316.0,1997.0,59319.0,31015.0,2237.0,9198.0,16869.0,,,1397.0
2016,1501725,Amazônia,6375.69367,2630.3,3737.8,0.2,7.4,228905.0,14475.0,214431.0,88656.0,9330.0,65110.0,51335.0,,,10.0
2020,1501725,Amazônia,6375.69367,2729.5,3638.6,0.2,7.4,322791.0,18931.0,303860.0,139416.0,12291.0,75121.0,77031.0,,,1369.0
2014,1501725,Amazônia,6375.69367,2612.9,3755.2,0.2,7.4,181892.0,10168.0,171724.0,69470.0,7383.0,46409.0,48463.0,,,1181.0
2010,1505551,Amazônia,1187.94434,855.3,321.6,11.0,0.0,42532.0,846.0,41687.0,20759.0,1484.0,5385.0,14058.0,,,4949.0
2003,1505551,Amazônia,1187.94434,804.9,372.0,11.0,0.0,23395.0,534.0,22861.0,11119.0,890.0,2852.0,8001.0,,,6410.0
2004,1505551,Amazônia,1187.94434,817.5,359.4,11.0,0.0,27703.0,550.0,27153.0,15116.0,1098.0,3092.0,7847.0,,,5629.0
2002,1505551,Amazônia,1187.94434,794.2,382.7,11.0,0.0,18828.0,368.0,18460.0,8556.0,527.0,2412.0,6966.0,,,6789.0
2012,1505551,Amazônia,1187.94434,859.0,317.9,11.0,0.0,47365.0,1185.0,46179.0,22404.0,-238.0,6480.0,17533.0,,,4909.0
2020,1505551,Amazônia,1187.94434,867.9,309.0,11.0,0.0,97551.0,5692.0,91859.0,32057.0,3194.0,20532.0,36075.0,,,
2006,1505551,Amazônia,1187.94434,835.3,341.6,11.0,0.0,28133.0,708.0,27426.0,13419.0,651.0,3406.0,9950.0,,,5828.0
2009,1505551,Amazônia,1187.94434,854.2,322.7,11.0,0.0,38500.0,827.0,37673.0,16823.0,1246.0,5739.0,13864.0,,,4978.0
2016,1505551,Amazônia,1187.94434,862.7,314.2,11.0,0.0,86909.0,2278.0,84631.0,36650.0,4104.0,13421.0,30456.0,,,800.0
2018,1505551,Amazônia,1187.94434,863.6,313.3,11.0,0.0,87951.0,4296.0,83655.0,25735.0,3961.0,19755.0,34205.0,,,3.0
2015,1505551,Amazônia,1187.94434,862.1,314.8,11.0,0.0,73398.0,2252.0,71146.0,28623.0,5427.0,10881.0,26215.0,,,5299.0
2005,1505551,Amazônia,1187.94434,832.9,344.0,11.0,0.0,28630.0,559.0,28071.0,14184.0,703.0,3492.0,9692.0,,,5584.0
2007,1505551,Amazônia,1187.94434,838.8,338.1,11.0,0.0,29514.0,682.0,28832.0,12297.0,1018.0,4453.0,11064.0,,,5662.0
2017,1505551,Amazônia,1187.94434,863.2,313.7,11.0,0.0,74387.0,2263.0,72124.0,26548.0,3025.0,13338.0,29213.0,,,2.0
2019,1505551,Amazônia,1187.94434,864.9,312.0,11.0,0.0,88909.0,5620.0,83289.0,26936.0,3252.0,22603.0,30497.0,,,3.0
2008,1505551,Amazônia,1187.94434,849.6,327.3,11.0,0.0,32613.0,698.0,31914.0,13597.0,1293.0,4881.0,12144.0,,,5399.0
2014,1505551,Amazônia,1187.94434,861.5,315.4,11.0,0.0,58159.0,1490.0,56670.0,24227.0,2524.0,8333.0,21586.0,,,4938.0
2011,1505551,Amazônia,1187.94434,857.7,319.2,11.0,0.0,50700.0,1004.0,49696.0,23915.0,2059.0,6555.0,17167.0,,,4868.0
2013,1505551,Amazônia,1187.94434,860.5,316.4,11.0,0.0,53562.0,1252.0,52310.0,23194.0,1517.0,6988.0,20610.0,,,5040.0
2021,1505551,Amazônia,1187.94434,871.8,305.1,11.0,0.0,114870.0,3290.0,111580.0,56578.0,3676.0,14937.0,36389.0,,,
2005,1507953,Amazônia,4431.73871,1911.6,2520.1,0.0,0.0,249857.0,28176.0,221680.0,21269.0,70220.0,75640.0,54551.0,,,67531.0
